"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","OverTime","MaritalStatus","Age","DailyRate","DistanceFromHome","Education","EmployeeNumber","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"753","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Single",36,885,16,4,1042,3,43,4,1,1,2743,8269,1,16,3,3,0,18,1,3,17,13,15,14
"754","No","Travel_Frequently","Research & Development","Medical","Female","Manufacturing Director","Yes","Single",39,945,22,3,1043,4,82,3,3,1,10880,5083,1,13,3,3,0,21,2,3,21,6,2,8
"755","No","Non-Travel","Sales","Life Sciences","Female","Sales Representative","No","Single",33,1038,8,1,1044,2,88,2,1,4,2342,21437,0,19,3,4,0,3,2,2,2,2,2,2
"756","No","Travel_Rarely","Sales","Life Sciences","Female","Manager","No","Married",45,1234,11,2,1045,4,90,3,4,4,17650,5404,3,13,3,2,1,26,4,4,9,3,1,1
"757","No","Non-Travel","Research & Development","Medical","Female","Laboratory Technician","No","Single",32,1109,29,4,1046,4,69,3,1,3,4025,11135,9,12,3,2,0,10,2,3,8,7,7,7
"758","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Divorced",34,216,1,4,1047,2,75,4,2,4,9725,12278,0,11,3,4,1,16,2,2,15,1,0,9
"759","No","Travel_Rarely","Sales","Technical Degree","Male","Manager","Yes","Married",59,1089,1,2,1048,2,66,3,3,4,11904,11038,3,14,3,3,1,14,1,1,6,4,0,4
"760","No","Travel_Rarely","Human Resources","Medical","Male","Human Resources","No","Single",45,788,24,4,1049,2,36,3,1,2,2177,8318,1,16,3,1,0,6,3,3,6,3,0,4
"761","No","Travel_Frequently","Sales","Marketing","Female","Sales Executive","No","Married",53,124,2,3,1050,3,38,2,3,2,7525,23537,2,12,3,1,1,30,2,3,15,7,6,12
"762","Yes","Travel_Rarely","Research & Development","Other","Male","Laboratory Technician","No","Divorced",36,660,15,3,1052,1,81,3,2,3,4834,7858,7,14,3,2,1,9,3,2,1,0,0,0
"763","Yes","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Yes","Married",26,342,2,3,1053,1,57,3,1,1,2042,15346,6,14,3,2,1,6,2,3,3,2,1,2
"764","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Representative","Yes","Married",34,1333,10,4,1055,3,87,3,1,3,2220,18410,1,19,3,4,1,1,2,3,1,1,0,0
"765","No","Travel_Rarely","Sales","Medical","Male","Sales Representative","No","Married",28,1144,10,1,1056,4,74,3,1,2,1052,23384,1,22,4,2,0,1,5,3,1,0,0,0
"766","No","Travel_Frequently","Research & Development","Other","Male","Research Scientist","No","Married",38,1186,3,4,1060,3,44,3,1,3,2821,2997,3,16,3,1,1,8,2,3,2,2,2,2
"767","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","Yes","Married",50,1464,2,4,1061,2,62,3,5,3,19237,12853,2,11,3,4,1,29,2,2,8,1,7,7
"768","No","Travel_Rarely","Research & Development","Other","Female","Healthcare Representative","No","Single",37,124,3,3,1062,4,35,3,2,2,4107,13848,3,15,3,1,0,8,3,2,4,3,0,1
"769","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Married",40,300,26,3,1066,3,74,3,2,1,8396,22217,1,14,3,2,1,8,3,2,7,7,7,5
"770","No","Travel_Frequently","Research & Development","Medical","Female","Research Scientist","No","Divorced",26,921,1,1,1068,1,66,2,1,3,2007,25265,1,13,3,3,2,5,5,3,5,3,1,3
"771","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Divorced",46,430,1,4,1069,4,40,3,5,4,19627,21445,9,17,3,4,2,23,0,3,2,2,2,2
"772","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Married",54,1082,2,4,1070,3,41,2,3,3,10686,8392,6,11,3,2,1,13,4,3,9,4,7,0
"773","No","Travel_Frequently","Research & Development","Medical","Female","Research Scientist","No","Married",56,1240,9,3,1071,1,63,3,1,3,2942,12154,2,19,3,2,1,18,4,3,5,4,0,3
"774","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","No","Single",36,796,12,5,1073,4,51,2,3,4,8858,15669,0,11,3,2,0,15,2,2,14,8,7,8
"775","No","Non-Travel","Research & Development","Medical","Male","Manager","No","Single",55,444,2,1,1074,3,40,2,4,1,16756,17323,7,15,3,2,0,31,3,4,9,7,6,2
"776","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Divorced",43,415,25,3,1076,3,79,2,3,4,10798,5268,5,13,3,3,1,18,5,3,1,0,0,0
"777","Yes","Travel_Frequently","Sales","Marketing","Female","Sales Representative","Yes","Single",20,769,9,3,1077,4,54,3,1,4,2323,17205,1,14,3,2,0,2,3,3,2,2,0,2
"778","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Single",21,1334,10,3,1079,3,36,2,1,1,1416,17258,1,13,3,1,0,1,6,2,1,0,1,0
"779","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Yes","Divorced",46,1003,8,4,1080,4,74,2,2,1,4615,21029,8,23,4,1,3,19,2,3,16,13,1,7
"780","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Married",51,1323,4,4,1081,1,34,3,1,3,2461,10332,9,12,3,3,3,18,2,4,10,0,2,7
"781","Yes","Non-Travel","Research & Development","Technical Degree","Male","Healthcare Representative","No","Single",28,1366,24,2,1082,2,72,2,3,1,8722,12355,1,12,3,1,0,10,2,2,10,7,1,9
"782","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",26,192,1,2,1083,1,59,2,1,1,3955,11141,1,16,3,1,2,6,2,3,5,3,1,3
"783","No","Travel_Rarely","Research & Development","Other","Male","Manufacturing Director","No","Married",30,1176,20,3,1084,3,85,3,2,1,9957,9096,0,15,3,3,1,7,1,2,6,2,0,2
"784","No","Travel_Rarely","Research & Development","Technical Degree","Female","Research Scientist","No","Married",41,509,7,2,1085,2,43,4,1,3,3376,18863,1,13,3,3,0,10,3,3,10,6,0,8
"785","No","Travel_Rarely","Research & Development","Life Sciences","Female","Healthcare Representative","No","Married",38,330,17,1,1088,3,65,2,3,3,8823,24608,0,18,3,1,1,20,4,2,19,9,1,9
"786","No","Travel_Rarely","Research & Development","Technical Degree","Male","Healthcare Representative","No","Married",40,1492,20,4,1092,1,61,3,3,4,10322,26542,4,20,4,4,1,14,6,3,11,10,11,1
"787","No","Non-Travel","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",27,1277,8,5,1094,1,87,1,1,3,4621,5869,1,19,3,4,3,3,4,3,3,2,1,2
"788","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manufacturing Director","No","Married",55,1091,2,1,1096,4,65,3,3,2,10976,15813,3,18,3,2,1,23,4,3,3,2,1,2
"789","No","Travel_Rarely","Research & Development","Other","Female","Research Scientist","No","Single",28,857,10,3,1097,3,59,3,2,3,3660,7909,3,13,3,4,0,10,4,4,8,7,1,7
"790","Yes","Travel_Rarely","Human Resources","Medical","Male","Human Resources","No","Married",44,1376,1,2,1098,2,91,2,3,1,10482,2326,9,14,3,4,1,24,1,3,20,6,3,6
"791","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Divorced",33,654,5,3,1099,4,34,2,3,4,7119,21214,4,15,3,3,1,9,2,3,3,2,1,2
"792","Yes","Travel_Rarely","Sales","Technical Degree","Male","Sales Executive","Yes","Single",35,1204,4,3,1100,4,86,3,3,1,9582,10333,0,22,4,1,0,9,2,3,8,7,4,7
"793","Yes","Travel_Frequently","Research & Development","Medical","Female","Research Scientist","No","Single",33,827,29,4,1101,1,54,2,2,3,4508,3129,1,22,4,2,0,14,4,3,13,7,3,8
"794","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Divorced",28,895,15,2,1102,1,50,3,1,3,2207,22482,1,16,3,4,1,4,5,2,4,2,2,2
"795","No","Travel_Frequently","Research & Development","Life Sciences","Male","Healthcare Representative","No","Single",34,618,3,1,1103,1,45,3,2,4,7756,22266,0,17,3,3,0,7,1,2,6,2,0,4
"796","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Yes","Divorced",37,309,10,4,1105,4,88,2,2,4,6694,24223,2,14,3,3,3,8,5,3,1,0,0,0
"797","Yes","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","Yes","Married",25,1219,4,1,1106,4,32,3,1,4,3691,4605,1,15,3,2,1,7,3,4,7,7,5,6
"798","Yes","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Divorced",26,1330,21,3,1107,1,37,3,1,3,2377,19373,1,20,4,3,1,1,0,2,1,1,0,0
"799","Yes","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Yes","Single",33,1017,25,3,1108,1,55,2,1,2,2313,2993,4,20,4,2,0,5,0,3,2,2,2,2
"800","No","Travel_Rarely","Research & Development","Medical","Male","Manager","No","Married",42,469,2,2,1109,4,35,3,4,1,17665,14399,0,17,3,4,1,23,3,3,22,6,13,7
"801","Yes","Travel_Frequently","Research & Development","Medical","Male","Laboratory Technician","No","Divorced",28,1009,1,3,1111,1,45,2,1,2,2596,7160,1,15,3,1,2,1,2,3,1,0,0,0
"802","Yes","Travel_Frequently","Sales","Other","Male","Sales Executive","Yes","Single",50,959,1,4,1113,4,81,3,2,3,4728,17251,3,14,3,4,0,5,4,3,0,0,0,0
"803","No","Travel_Frequently","Sales","Life Sciences","Female","Sales Executive","No","Married",33,970,7,3,1114,4,30,3,2,2,4302,13401,0,17,3,3,1,4,3,3,3,2,0,2
"804","No","Non-Travel","Research & Development","Life Sciences","Male","Research Scientist","No","Married",34,697,3,4,1115,3,40,2,1,4,2979,22478,3,17,3,4,3,6,2,3,0,0,0,0
"805","No","Non-Travel","Research & Development","Medical","Male","Manager","No","Single",48,1262,1,4,1116,1,35,4,4,4,16885,16154,2,22,4,3,0,27,3,2,5,4,2,1
"806","No","Non-Travel","Sales","Life Sciences","Female","Sales Executive","No","Married",45,1050,9,4,1117,2,65,2,2,3,5593,17970,1,13,3,4,1,15,2,3,15,10,4,12
"807","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Single",52,994,7,4,1118,2,87,3,3,2,10445,15322,7,19,3,4,0,18,4,3,8,6,4,0
"808","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Divorced",38,770,10,4,1119,3,73,2,3,3,8740,5569,0,14,3,2,2,9,2,3,8,7,2,7
"809","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Divorced",29,1107,28,4,1120,3,93,3,1,4,2514,26968,4,22,4,1,1,11,1,3,7,5,1,7
"810","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","No","Divorced",28,950,3,3,1121,4,93,3,3,2,7655,8039,0,17,3,2,3,10,3,2,9,7,1,7
"811","No","Travel_Rarely","Sales","Marketing","Male","Manager","No","Married",46,406,3,1,1124,1,52,3,4,3,17465,15596,3,12,3,4,1,23,3,3,12,9,4,9
"812","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Single",38,130,2,2,1125,4,32,3,3,2,7351,20619,7,16,3,3,0,10,2,3,1,0,0,0
"813","No","Travel_Frequently","Research & Development","Life Sciences","Female","Manufacturing Director","No","Married",43,1082,27,3,1126,3,83,3,3,1,10820,11535,8,11,3,3,1,18,1,3,8,7,0,1
"814","Yes","Travel_Frequently","Research & Development","Life Sciences","Male","Healthcare Representative","No","Divorced",39,203,2,3,1127,1,84,3,4,4,12169,13547,7,11,3,4,3,21,4,3,18,7,11,5
"815","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Single",40,1308,14,3,1128,3,44,2,5,3,19626,17544,1,14,3,1,0,21,2,4,20,7,4,9
"816","No","Travel_Rarely","Research & Development","Technical Degree","Female","Research Scientist","Yes","Single",21,984,1,1,1131,4,70,2,1,2,2070,25326,1,11,3,3,0,2,6,4,2,2,2,2
"817","No","Non-Travel","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",39,439,9,3,1132,3,70,3,2,2,6782,8770,9,15,3,3,0,9,2,2,5,4,0,3
"818","No","Non-Travel","Research & Development","Life Sciences","Male","Manufacturing Director","No","Single",36,217,18,4,1133,1,78,3,2,4,7779,23238,2,20,4,1,0,18,0,3,11,9,0,9
"819","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Representative","No","Married",31,793,20,3,1135,3,67,4,1,4,2791,21981,0,12,3,1,1,3,4,3,2,2,2,2
"820","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",28,1451,2,1,1136,1,67,2,1,2,3201,19911,0,17,3,1,0,6,2,1,5,3,0,4
"821","No","Travel_Frequently","Sales","Marketing","Male","Sales Executive","No","Divorced",35,1182,11,2,1137,4,54,3,2,4,4968,18500,1,11,3,4,1,5,3,3,5,2,0,2
"822","No","Travel_Rarely","Sales","Technical Degree","Male","Sales Executive","No","Married",49,174,8,4,1138,4,56,2,4,2,13120,11879,6,17,3,2,1,22,3,3,9,8,2,3
"823","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manufacturing Director","No","Single",34,1003,2,2,1140,4,95,3,2,3,4033,15834,2,11,3,4,0,5,3,2,3,2,0,2
"824","No","Travel_Frequently","Research & Development","Life Sciences","Female","Research Scientist","No","Divorced",29,490,10,3,1143,4,61,3,1,2,3291,17940,0,14,3,4,2,8,2,2,7,5,1,1
"825","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Single",42,188,29,3,1148,2,56,1,2,4,4272,9558,4,19,3,1,0,16,3,3,1,0,0,0
"826","No","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","Yes","Married",29,718,8,1,1150,2,79,2,2,4,5056,17689,1,15,3,3,1,10,2,2,10,7,1,2
"827","No","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","No","Married",38,433,1,3,1152,3,37,4,1,3,2844,6004,1,13,3,4,1,7,2,4,7,6,5,0
"828","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Yes","Divorced",28,773,6,3,1154,3,39,2,1,3,2703,22088,1,14,3,4,1,3,2,3,3,1,0,2
"829","Yes","Non-Travel","Research & Development","Medical","Male","Laboratory Technician","No","Single",18,247,8,1,1156,3,80,3,1,3,1904,13556,1,12,3,4,0,0,0,3,0,0,0,0
"830","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Yes","Single",33,603,9,4,1157,1,77,3,2,1,8224,18385,0,17,3,1,0,6,3,3,5,2,0,3
"831","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Yes","Married",41,167,12,4,1158,2,46,3,1,4,4766,9051,3,11,3,1,1,6,4,3,1,0,0,0
"832","Yes","Travel_Frequently","Research & Development","Medical","Male","Laboratory Technician","No","Married",31,874,15,3,1160,3,72,3,1,3,2610,6233,1,12,3,3,1,2,5,2,2,2,2,2
"833","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","No","Divorced",37,367,25,2,1161,3,52,2,2,4,5731,17171,7,13,3,3,2,9,2,3,6,2,1,3
"834","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",27,199,6,3,1162,4,55,2,1,3,2539,7950,1,13,3,3,1,4,0,3,4,2,2,2
"835","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Married",34,1400,9,1,1163,2,70,3,2,3,5714,5829,1,20,4,1,0,6,3,2,6,5,1,3
"836","No","Travel_Rarely","Human Resources","Technical Degree","Male","Human Resources","No","Single",35,528,8,4,1164,3,100,3,1,3,4323,7108,1,17,3,2,0,6,2,1,5,4,1,4
"837","Yes","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Married",29,408,23,1,1165,4,45,2,3,1,7336,11162,1,13,3,1,1,11,3,1,11,8,3,10
"838","No","Travel_Frequently","Research & Development","Medical","Female","Research Director","No","Single",40,593,9,4,1166,2,88,3,3,3,13499,13782,9,17,3,3,0,20,3,2,18,7,2,13
"839","Yes","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","Yes","Single",42,481,12,3,1167,3,44,3,4,1,13758,2447,0,12,3,2,0,22,2,2,21,9,13,14
"840","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Single",42,647,4,4,1171,2,45,3,2,1,5155,2253,7,13,3,4,0,9,3,4,6,4,1,5
"841","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",35,982,1,4,1172,4,58,2,1,3,2258,16340,6,12,3,2,1,10,2,3,8,0,1,7
"842","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Single",24,477,24,3,1173,4,49,3,1,2,3597,6409,8,22,4,4,0,6,2,3,4,3,1,2
"843","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","Yes","Married",28,1485,12,1,1175,3,79,3,1,4,2515,22955,1,11,3,4,0,1,4,2,1,1,0,0
"844","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",26,1384,3,4,1177,1,82,4,1,4,4420,13421,1,22,4,2,1,8,2,3,8,7,0,7
"845","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Married",30,852,10,3,1179,3,72,2,2,3,6578,2706,1,18,3,1,1,10,3,3,10,3,1,4
"846","No","Travel_Frequently","Research & Development","Medical","Female","Research Scientist","Yes","Married",40,902,26,2,1180,3,92,2,2,4,4422,21203,3,13,3,4,1,16,3,1,1,1,0,0
"847","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Divorced",35,819,2,3,1182,3,44,2,3,2,10274,19588,2,18,3,2,1,15,2,4,7,7,6,4
"848","No","Travel_Frequently","Research & Development","Medical","Male","Healthcare Representative","No","Single",34,669,1,3,1184,4,97,2,2,1,5343,25755,0,20,4,3,0,14,3,3,13,9,4,9
"849","No","Travel_Frequently","Research & Development","Other","Male","Laboratory Technician","No","Married",35,636,4,4,1185,4,47,2,1,4,2376,26537,1,13,3,2,1,2,2,4,2,2,2,2
"850","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Single",43,1372,9,3,1188,1,85,1,2,3,5346,9489,8,13,3,2,0,7,2,2,4,3,1,3
"851","No","Non-Travel","Sales","Life Sciences","Female","Sales Representative","No","Divorced",32,862,2,1,1190,3,76,3,1,1,2827,14947,1,12,3,3,3,1,3,3,1,0,0,0
"852","No","Travel_Rarely","Research & Development","Technical Degree","Female","Manager","No","Divorced",56,718,4,4,1191,4,92,3,5,1,19943,18575,4,13,3,4,1,28,2,3,5,2,4,2
"853","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","No","Married",29,1401,6,1,1192,2,54,3,1,4,3131,26342,1,13,3,1,1,10,5,3,10,8,0,8
"854","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Single",19,645,9,2,1193,3,54,3,1,1,2552,7172,1,25,4,3,0,1,4,3,1,1,0,0
"855","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Yes","Married",45,1457,7,3,1195,1,83,3,1,3,4477,20100,4,19,3,3,1,7,2,2,3,2,0,2
"856","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","No","Married",37,977,1,3,1196,4,56,2,2,4,6474,9961,1,13,3,2,1,14,2,2,14,8,3,11
"857","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",20,805,3,3,1198,1,87,2,1,3,3033,12828,1,12,3,1,0,2,2,2,2,2,1,2
"858","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Single",44,1097,10,4,1200,3,96,3,1,3,2936,10826,1,11,3,3,0,6,4,3,6,4,0,2
"859","No","Travel_Rarely","Research & Development","Medical","Female","Manager","No","Divorced",53,1223,7,2,1201,4,50,3,5,3,18606,18640,3,18,3,2,1,26,6,3,7,7,4,7
"860","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Yes","Married",29,942,15,1,1202,2,69,1,1,4,2168,26933,0,18,3,1,1,6,2,2,5,4,1,3
"861","Yes","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Yes","Married",22,1256,3,4,1203,3,48,2,1,4,2853,4223,0,11,3,2,1,1,5,3,0,0,0,0
"862","No","Travel_Rarely","Sales","Marketing","Female","Manager","No","Married",46,1402,2,3,1204,3,69,3,4,1,17048,24097,8,23,4,1,0,28,2,3,26,15,15,9
"863","No","Non-Travel","Research & Development","Life Sciences","Male","Research Scientist","No","Single",44,111,17,3,1206,4,74,1,1,3,2290,4279,2,13,3,4,0,6,3,3,0,0,0,0
"864","No","Travel_Rarely","Human Resources","Human Resources","Male","Human Resources","No","Married",33,147,2,3,1207,2,99,3,1,3,3600,8429,1,13,3,4,1,5,2,3,5,4,1,4
"865","Yes","Non-Travel","Research & Development","Life Sciences","Male","Research Scientist","No","Divorced",41,906,5,2,1210,1,95,2,1,1,2107,20293,6,17,3,1,1,5,2,1,1,0,0,0
"866","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","No","Divorced",30,1329,29,4,1211,3,61,3,2,1,4115,13192,8,19,3,3,3,8,3,3,4,3,0,3
"867","No","Travel_Frequently","Sales","Medical","Male","Sales Executive","No","Married",40,1184,2,4,1212,2,62,3,2,2,4327,25440,5,12,3,4,3,5,2,3,0,0,0,0
"868","No","Travel_Frequently","Research & Development","Medical","Female","Manager","No","Married",50,1421,2,3,1215,4,30,3,4,1,17856,9490,2,22,4,3,1,32,3,3,2,2,2,2
"869","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",28,1179,19,4,1216,4,78,2,1,1,3196,12449,1,12,3,3,3,6,2,3,6,5,3,3
"870","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","No","Married",46,1450,15,2,1217,4,52,3,5,2,19081,10849,5,11,3,1,1,25,2,3,4,2,0,3
"871","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Yes","Married",35,1361,17,4,1218,3,94,3,2,1,8966,21026,3,15,3,4,3,15,2,3,7,7,1,7
"872","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Married",24,984,17,2,1219,4,97,3,1,2,2210,3372,1,13,3,1,1,1,3,1,1,0,0,0
"873","No","Travel_Frequently","Sales","Medical","Female","Sales Executive","No","Married",33,1146,25,3,1220,2,82,3,2,3,4539,4905,1,12,3,1,1,10,3,2,10,7,0,1
"874","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Divorced",36,917,6,4,1221,3,60,1,1,3,2741,6865,1,14,3,3,1,7,4,3,7,7,1,7
"875","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Divorced",30,853,7,4,1224,3,49,3,2,3,3491,11309,1,13,3,1,3,10,4,2,10,7,8,9
"876","No","Travel_Rarely","Research & Development","Other","Male","Research Scientist","No","Single",44,200,29,4,1225,4,32,3,2,4,4541,7744,1,25,4,2,0,20,3,3,20,11,13,17
"877","No","Travel_Rarely","Sales","Marketing","Male","Sales Representative","No","Single",20,654,21,3,1226,3,43,4,1,4,2678,5050,1,17,3,4,0,2,2,3,2,1,2,2
"878","No","Travel_Rarely","Research & Development","Technical Degree","Male","Manufacturing Director","No","Divorced",46,150,2,4,1228,4,60,3,2,4,7379,17433,2,11,3,3,1,12,3,2,6,3,1,4
"879","No","Non-Travel","Human Resources","Medical","Male","Human Resources","No","Married",42,179,2,5,1231,4,79,4,2,1,6272,12858,7,16,3,1,1,10,3,4,4,3,0,3
"880","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Divorced",60,696,7,4,1233,2,52,4,2,4,5220,10893,0,18,3,2,1,12,3,3,11,7,1,9
"881","No","Travel_Frequently","Research & Development","Other","Female","Laboratory Technician","No","Married",32,116,13,3,1234,3,77,2,1,2,2743,7331,1,20,4,3,1,2,2,3,2,2,2,2
"882","No","Travel_Frequently","Research & Development","Life Sciences","Female","Research Scientist","Yes","Single",32,1316,2,2,1235,4,38,3,2,3,4998,2338,4,14,3,4,0,10,2,3,8,7,0,7
"883","No","Travel_Rarely","Research & Development","Technical Degree","Female","Manufacturing Director","Yes","Divorced",36,363,1,3,1237,3,77,1,3,1,10252,4235,2,21,4,3,1,17,2,3,7,7,7,7
"884","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Married",33,117,9,3,1238,1,60,3,1,4,2781,6311,0,13,3,2,1,15,5,3,14,10,4,10
"885","No","Travel_Rarely","Sales","Technical Degree","Female","Sales Executive","No","Divorced",40,107,10,3,1239,2,84,2,2,2,6852,11591,7,12,3,2,1,7,2,4,5,1,1,3
"886","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","No","Single",25,1356,10,4,1240,3,57,3,2,4,4950,20623,0,14,3,2,0,5,4,3,4,3,1,1
"887","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Yes","Married",30,1465,1,3,1241,4,63,3,1,2,3579,9369,0,21,4,1,1,12,2,3,11,9,5,7
"888","No","Travel_Frequently","Research & Development","Medical","Female","Research Director","Yes","Married",42,458,26,5,1242,1,60,3,3,1,13191,23281,3,17,3,3,0,20,6,3,1,0,0,0
"889","No","Non-Travel","Sales","Marketing","Female","Sales Executive","Yes","Married",35,1212,8,2,1243,3,78,2,3,4,10377,13755,4,11,3,2,1,16,6,2,13,2,4,12
"890","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Married",27,1103,14,3,1244,1,42,3,1,1,2235,14377,1,14,3,4,2,9,3,2,9,7,6,8
"891","No","Travel_Frequently","Research & Development","Life Sciences","Female","Manufacturing Director","No","Divorced",54,966,1,4,1245,4,53,3,3,3,10502,9659,7,17,3,1,1,33,2,1,5,4,1,4
"892","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Married",44,1117,2,1,1246,1,72,4,1,4,2011,19982,1,13,3,4,1,10,5,3,10,5,7,7
"893","Yes","Non-Travel","Research & Development","Medical","Female","Research Scientist","Yes","Single",19,504,10,3,1248,1,96,2,1,2,1859,6148,1,25,4,2,0,1,2,4,1,1,0,0
"894","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Divorced",29,1010,1,3,1249,1,97,3,1,4,3760,5598,1,15,3,1,3,3,5,3,3,2,1,2
"895","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","No","Married",54,685,3,3,1250,4,85,3,4,4,17779,23474,3,14,3,1,0,36,2,3,10,9,0,9
"896","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","Yes","Married",31,1332,11,2,1251,3,80,3,2,1,6833,17089,1,12,3,4,0,6,2,2,6,5,0,1
"897","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","No","Single",31,1062,24,3,1252,3,96,2,2,1,6812,17198,1,19,3,2,0,10,2,3,10,9,1,8
"898","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Single",59,326,3,3,1254,3,48,2,2,4,5171,16490,5,17,3,4,0,13,2,3,6,1,0,5
"899","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","No","Married",43,920,3,3,1255,3,96,1,5,4,19740,18625,3,14,3,2,1,25,2,3,8,7,0,7
